n_valid,n_invalid,governance_evidence_discrimination_accuracy,invalid_reject_lift_full_minus_schema_only,false_accept_drop_full_vs_schema_only,localization_accuracy_lift_full_minus_schema_only,invalid_reject_lift_full_minus_schema_plus_presence
12,29,0.9483,0.5518,0.5518,0.5518,0.4828
